Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,592.7,-162.6408,793.3329,-71.17954,798.11,-123.3416,809.6192,-239.0046,602.3757,-281.0176,422.7863,-249.1629,296.9493,-151.026,296.8092,-78.96649,494.9756,-86.0554,624.1403,-74.47247,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R4_P31,-121.884,-16.4485,455.7777,-209.4125,448.1161,-180.9352,472.7555,-147.2399,492.9832,-173.2728,480.9738,-196.3903,,,,,,,R4_P29,R4_P27,R4_P34,R4_P32,R4_P30,,,,
R4_P32,-83.20056,-36.53734,494.1967,-221.2409,480.9738,-196.3903,492.9832,-173.2728,523.0705,-178.2611,539.1632,-198.0556,532.2175,-226.7621,,,,,R4_P30,R4_P31,R4_P34,R4_P36,R4_P37,,,,
R4_P33,-58.07562,46.84721,497.3403,-132.9431,495.6588,-86.70001,580.691,-82.5182,574.3327,-124.5431,538.6339,-140.8677,,,,,,,R4_P18,,R4_P24,R4_P35,R4_P34,,,,
R4_P34,-83.41504,7.036377,492.9832,-173.2728,472.7555,-147.2399,497.3403,-132.9431,538.6339,-140.8677,542.1445,-161.9249,523.0705,-178.2611,,,,,R4_P31,R4_P18,R4_P33,R4_P35,R4_P36,R4_P32,,,
R4_P35,-26.26129,11.0285,574.9247,-182.9039,542.1445,-161.9249,538.6339,-140.8677,574.3327,-124.5431,593.4749,-160.5278,,,,,,,R4_P36,R4_P34,R4_P33,R4_P25,R4_P39,,,,
R4_P36,-47.71008,-16.41077,539.1632,-198.0556,523.0705,-178.2611,542.1445,-161.9249,574.9247,-182.9039,,,,,,,,,R4_P32,R4_P34,R4_P35,R4_P37,,,,,
R4_P37,-22.88043,-42.34174,532.2175,-226.7621,539.1632,-198.0556,574.9247,-182.9039,599.9539,-211.0141,577.7729,-242.9538,,,,,,,R4_P32,R4_P36,R4_P39,R4_P38,,,,,
R4_P38,32.17261,-84.30609,603.7823,-281.3372,577.7729,-242.9538,599.9539,-211.0141,656.532,-230.8368,667.5443,-267.6559,,,,,,,,R4_P37,R4_P40,R4_P41,R20_P1,,,,
R4_P39,15.78436,-16.14572,599.9539,-211.0141,574.9247,-182.9039,593.4749,-160.5278,626.9001,-153.3158,641.2451,-180.1166,,,,,,,R4_P37,R4_P35,R4_P25,R4_P54,R4_P40,,,,
R4_P40,42.19971,-46.90466,599.9539,-211.0141,641.2451,-180.1166,656.532,-230.8368,,,,,,,,,,,R4_P39,R4_P44,R4_P38,,,,,,
R4_P41,100.1752,-78.18666,667.5443,-267.6559,656.532,-230.8368,690.4362,-215.0121,731.0847,-225.3389,732.3991,-254.5228,,,,,,,R4_P38,R4_P44,R4_P43,R4_P42,R20_P4,,,,
R4_P42,168.0413,-70.21391,732.3991,-254.5228,731.0847,-225.3389,770.0102,-216.6588,808.7689,-238.7614,,,,,,,,,R4_P41,R4_P43,R4_P53,R20_P0,,,,,
R4_P43,136.3118,-40.76268,690.4362,-215.0121,693.2876,-185.1994,743.9402,-187.8447,770.0102,-216.6588,731.0847,-225.3389,,,,,,,R4_P44,R4_P50,R4_P53,R4_P42,R4_P41,,,,
R4_P44,79.1026,-41.34085,656.532,-230.8368,641.2451,-180.1166,693.2876,-185.1994,690.4362,-215.0121,,,,,,,,,R4_P40,R4_P54,R4_P43,R4_P41,,,,,
R4_P45,128.3281,69.64261,718.3656,-110.9876,686.9102,-105.082,691.2112,-73.13884,747.9863,-71.96502,744.6342,-105.0549,,,,,,,R4_P56,R4_P22,,R4_P46,R4_P48,,,,
R4_P46,180.5852,66.22781,744.6342,-105.0549,747.9863,-71.96502,793.4182,-74.0565,798.5078,-124.3211,,,,,,,,,R4_P45,,R15_P4,R4_P47,,,,,
R4_P47,174.6806,34.07391,745.7469,-134.8043,744.6342,-105.0549,798.5078,-124.3211,776.6755,-145.063,,,,,,,,,R4_P48,R4_P46,R16_P0,R4_P49,,,,,
R4_P48,138.6077,40.10971,718.7732,-134.3942,718.3656,-110.9876,744.6342,-105.0549,745.7469,-134.8043,,,,,,,,,R4_P56,R4_P45,R4_P47,R4_P49,,,,,
R4_P49,151.7338,14.00551,724.6622,-157.5603,718.7732,-134.3942,745.7469,-134.8043,776.6755,-145.063,755.7111,-163.8147,,,,,,,R4_P57,R4_P48,R4_P47,R4_P51,R4_P50,,,,
R4_P50,131.6357,-7.504913,743.9402,-187.8447,693.2876,-185.1994,702.2756,-162.8395,724.6622,-157.5603,755.7111,-163.8147,,,,,,,R4_P43,R4_P54,R4_P57,R4_P49,R4_P51,,,,
R4_P51,177.5145,-6.532272,743.9402,-187.8447,755.7111,-163.8147,776.6755,-145.063,802.371,-163.3469,782.052,-185.2901,,,,,,,R4_P50,R4_P49,R16_P0,R4_P52,R4_P53,,,,
R4_P52,204.3865,-19.58749,782.052,-185.2901,802.371,-163.3469,805.9368,-199.979,,,,,,,,,,,R4_P51,R16_P5,R4_P53,,,,,,
R4_P53,189.6177,-44.63896,770.0102,-216.6588,743.9402,-187.8447,782.052,-185.2901,805.9368,-199.979,808.7689,-238.7614,,,,,,,R4_P43,R4_P51,R4_P52,R16_P1,R4_P42,,,,
R4_P54,73.26941,-4.688889,641.2451,-180.1166,626.9001,-153.3158,671.9077,-148.5235,702.2756,-162.8395,693.2876,-185.1994,,,,,,,R4_P39,R4_P55,R4_P57,R4_P50,R4_P44,,,,
R4_P55,67.03711,34.97381,626.9001,-153.3158,638.1411,-121.3349,656.0325,-105.9026,686.9102,-105.082,685.6318,-130.2002,671.9077,-148.5235,,,,,R4_P25,R4_P23,R4_P22,R4_P56,R4_P57,R4_P54,,,
R4_P56,110.3978,41.42021,685.6318,-130.2002,686.9102,-105.082,718.3656,-110.9876,718.7732,-134.3942,,,,,,,,,R4_P55,R4_P45,R4_P48,R4_P57,,,,,
R4_P57,110.0335,16.07822,702.2756,-162.8395,671.9077,-148.5235,685.6318,-130.2002,718.7732,-134.3942,724.6622,-157.5603,,,,,,,R4_P54,R4_P55,R4_P56,R4_P49,R4_P50,,,,
