Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,771.0166,40.24541,643.0034,-12.36938,716.1133,126.3766,831.491,143.4681,888.4626,96.78753,910.0179,20.58124,852.8734,4.633257,811.6575,-62.39924,705.4941,-62.88444,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R13_P10,-56.11755,19.46873,706.0687,23.89818,672.9214,45.4215,700.1133,96.53993,737.6835,88.46658,750.5856,66.94883,737.5425,32.33495,,,,,R13_P2,R8_P4,R13_P26,R13_P23,R13_P12,R13_P3,,,
R13_P11,36.85834,-7.34193,788.8541,21.78199,786.5967,42.72868,805.4304,54.59156,827.4753,44.00259,829.7297,20.76827,813.0684,13.64698,,,,,R13_P12,R13_P22,R13_P19,R13_P14,R13_P8,R13_P9,,,
R13_P12,-5.72998,-0.607502,737.5425,32.33495,750.5856,66.94883,786.5967,42.72868,788.8541,21.78199,,,,,,,,,R13_P10,R13_P22,R13_P11,R13_P13,,,,,
R13_P13,-7.820435,-21.72991,761.3779,4.567273,737.5425,32.33495,788.8541,21.78199,,,,,,,,,,,R13_P3,R13_P12,R13_P9,,,,,,
R13_P14,72.53204,-8.597271,829.7297,20.76827,827.4753,44.00259,850.0369,47.69579,867.9334,30.5802,851.9081,5.639832,,,,,,,R13_P11,R13_P18,R13_P15,,R13_P8,,,,
R13_P15,106.9189,13.73649,867.9334,30.5802,850.0369,47.69579,869.7208,69.62426,897.4302,65.03226,904.6345,38.91177,,,,,,,R13_P14,R13_P18,R13_P16,,,,,,
R13_P16,113.4015,38.77719,869.7208,69.62426,887.863,96.88902,897.4302,65.03226,,,,,,,,,,,R13_P17,,R13_P15,,,,,,
R13_P17,92.11224,53.3594,844.0079,80.10594,839.2471,102.0204,861.9442,119.604,887.863,96.88902,869.7208,69.62426,,,,,,,R13_P19,R13_P20,,R13_P16,R13_P18,,,,
R13_P18,76.04437,21.15862,827.4753,44.00259,844.0079,80.10594,869.7208,69.62426,850.0369,47.69579,,,,,,,,,R13_P19,R13_P17,R13_P15,R13_P14,,,,,
R13_P19,53.41565,31.43361,805.4304,54.59156,809.1784,82.3755,839.2471,102.0204,844.0079,80.10594,827.4753,44.00259,,,,,,,R13_P22,R13_P21,R13_P17,R13_P18,R13_P11,,,,
R13_P20,64.52197,81.40262,811.8226,112.1248,826.1785,142.4686,831.6064,143.6252,861.9442,119.604,839.2471,102.0204,,,,,,,R13_P24,,,R13_P17,R13_P21,,,,
R13_P21,42.01514,57.77375,791.9551,92.20654,811.8226,112.1248,839.2471,102.0204,809.1784,82.3755,,,,,,,,,R13_P24,R13_P20,R13_P19,R13_P22,,,,,
R13_P22,15.22028,30.24523,786.5967,42.72868,750.5856,66.94883,791.9551,92.20654,809.1784,82.3755,805.4304,54.59156,,,,,,,R13_P12,R13_P23,R13_P21,R13_P19,R13_P11,,,,
R13_P23,-9.522949,48.70532,750.5856,66.94883,737.6835,88.46658,747.8408,104.2977,772.8961,106.1727,791.9551,92.20654,,,,,,,R13_P10,R13_P26,R13_P25,R13_P24,R13_P22,,,,
R13_P24,21.65588,79.8627,791.9551,92.20654,772.8961,106.1727,769.345,134.7268,793.9371,137.9501,826.1785,142.4686,811.8226,112.1248,,,,,R13_P23,R13_P25,,,R13_P20,R13_P21,,,
R13_P25,-13.52112,78.36568,747.8408,104.2977,740.6081,130.6076,769.345,134.7268,772.8961,106.1727,,,,,,,,,R13_P26,,R13_P24,R13_P23,,,,,
R13_P26,-44.50299,69.547,700.1133,96.53993,715.6818,126.7651,740.6081,130.6076,747.8408,104.2977,737.6835,88.46658,,,,,,,R8_P2,,R13_P25,R13_P23,R13_P10,,,,
