Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,2199.603,-560.8202,2047.393,-537.9534,2039.894,-436.0102,2148.361,-433.1743,2282.63,-523.3716,2308.93,-844.6785,2169.403,-847.5131,2081.82,-680.4626,2079.742,-602.5555,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R28_P10,80.29272,-234.5176,2269.776,-845.9851,2253.894,-784.566,2252.997,-752.1486,2299.563,-739.1713,2309.767,-844.2895,,,,,,,R28_P9,R28_P7,R28_P12,,R30_P6,,,,
R28_P11,40.91479,-177.3494,2223.207,-750.7556,2218.659,-737.9199,2231.815,-719.6955,2253.295,-727.0621,2252.997,-752.1486,,,,,,,R28_P3,R28_P14,R28_P13,R28_P12,R28_P7,,,,
R28_P12,77.03735,-167.9874,2252.997,-752.1486,2253.295,-727.0621,2270.702,-707.8953,2298.796,-705.7687,2299.563,-739.1713,,,,,,,R28_P11,R28_P13,R28_P15,,R28_P10,,,,
R28_P13,47.33398,-148.8206,2231.815,-719.6955,2228.273,-702.9399,2244.814,-692.4266,2270.702,-707.8953,2253.295,-727.0621,,,,,,,R28_P14,R28_P20,R28_P15,R28_P12,R28_P11,,,,
R28_P14,14.33228,-158.9647,2192.364,-730.6845,2199.542,-706.8377,2228.273,-702.9399,2231.815,-719.6955,2218.659,-737.9199,,,,,,,R28_P19,R28_P20,R28_P13,R28_P11,R28_P3,,,,
R28_P15,67.51636,-100.5648,2270.702,-707.8953,2244.814,-692.4266,2222.963,-647.8311,2251.372,-611.7584,2291.146,-613.6938,2298.796,-705.7687,,,,,R28_P13,R28_P20,R28_P17,R28_P16,,R28_P12,,,
R28_P16,49.4895,5.422729,2251.372,-611.7584,2216.423,-578.7905,2204.226,-524.6221,2238.92,-495.9689,2281.247,-522.5522,2291.146,-613.6938,,,,,R28_P17,R28_P27,R28_P26,,,R28_P15,,,
R28_P17,14.11304,-54.89355,2192.146,-629.9926,2186.941,-600.5001,2216.423,-578.7905,2251.372,-611.7584,2222.963,-647.8311,,,,,,,R28_P25,R28_P28,R28_P16,R28_P15,R28_P21,,,,
R28_P18,-55.7915,-134.391,2123.036,-705.6503,2113.554,-681.9734,2149.227,-672.3454,2169.972,-691.6732,2156.068,-717.2094,,,,,,,R28_P1,R28_P24,R28_P22,R28_P19,R28_P2,,,,
R28_P19,-20.19214,-151.6972,2156.068,-717.2094,2169.972,-691.6732,2199.542,-706.8377,2192.364,-730.6845,,,,,,,,,R28_P18,R28_P20,R28_P14,R28_P4,,,,,
R28_P20,7.908936,-119.1904,2169.972,-691.6732,2188.833,-664.4332,2222.963,-647.8311,2244.814,-692.4266,2228.273,-702.9399,2199.542,-706.8377,,,,,R28_P22,R28_P21,R28_P15,R28_P13,R28_P14,R28_P19,,,
R28_P21,-8.311279,-87.76508,2163.945,-643.4167,2192.146,-629.9926,2222.963,-647.8311,2188.833,-664.4332,,,,,,,,,R28_P25,R28_P17,R28_P20,R28_P22,,,,,
R28_P22,-31.83618,-107.8008,2149.227,-672.3454,2163.945,-643.4167,2188.833,-664.4332,2169.972,-691.6732,,,,,,,,,R28_P24,R28_P21,R28_P20,R28_P18,,,,,
R28_P23,-95.6731,-69.64862,2116.668,-655.2487,2081.192,-639.8867,2080.557,-609.8074,2094.504,-607.115,2134.048,-624.6421,,,,,,,R28_P0,R27_P1,,R28_P29,R28_P24,,,,
R28_P24,-60.58228,-92.79755,2113.554,-681.9734,2116.668,-655.2487,2134.048,-624.6421,2163.945,-643.4167,2149.227,-672.3454,,,,,,,R28_P0,R28_P23,R28_P25,R28_P22,R28_P18,,,,
R28_P25,-31.91162,-60.29266,2134.048,-624.6421,2155.576,-604.0461,2186.941,-600.5001,2192.146,-629.9926,2163.945,-643.4167,,,,,,,R28_P29,R28_P28,R28_P17,R28_P21,R28_P24,,,,
R28_P26,-28.9353,70.93335,2134.867,-509.274,2124.75,-473.3072,2146.565,-433.9156,2238.92,-495.9689,2204.226,-524.6221,2166.234,-529.3801,,,,,R28_P37,R28_P38,,R28_P16,R28_P27,R28_P30,,,
R28_P27,-14.21704,12.09015,2147.875,-561.1671,2166.234,-529.3801,2204.226,-524.6221,2216.423,-578.7905,,,,,,,,,R28_P30,R28_P26,R28_P16,R28_P28,,,,,
R28_P28,-30.69263,-24.33044,2155.576,-604.0461,2129.897,-580.9116,2147.875,-561.1671,2216.423,-578.7905,2186.941,-600.5001,,,,,,,R28_P29,R28_P31,R28_P27,R28_P17,R28_P25,,,,
R28_P29,-79.59668,-38.44598,2094.504,-607.115,2085.791,-584.3058,2129.897,-580.9116,2155.576,-604.0461,2134.048,-624.6421,,,,,,,,R28_P31,R28_P28,R28_P25,R28_P23,,,,
R28_P30,-60.42578,27.26605,2119.234,-546.4831,2116.329,-526.3553,2134.867,-509.274,2166.234,-529.3801,2147.875,-561.1671,,,,,,,R28_P34,R28_P37,R28_P26,R28_P27,R28_P31,,,,
R28_P31,-82.28076,-6.311279,2085.791,-584.3058,2096.27,-559.8417,2119.234,-546.4831,2147.875,-561.1671,2129.897,-580.9116,,,,,,,R28_P33,R28_P34,R28_P30,R28_P28,R28_P29,,,,
R28_P32,-131.2244,29.92328,2051.725,-547.6312,2047.316,-512.8283,2077.02,-516.8717,2078.356,-542.3149,,,,,,,,,R27_P15,R28_P36,R28_P34,R28_P33,,,,,
R28_P33,-117.6238,-2.068298,2070.603,-587.0501,2051.725,-547.6312,2078.356,-542.3149,2096.27,-559.8417,2085.791,-584.3058,,,,,,,R27_P4,R28_P32,R28_P34,R28_P31,,,,,
R28_P34,-100.53,22.02869,2078.356,-542.3149,2077.02,-516.8717,2116.329,-526.3553,2119.234,-546.4831,2096.27,-559.8417,,,,,,,R28_P32,R28_P37,R28_P30,R28_P31,R28_P33,,,,
R28_P35,-135.5483,101.7491,2071.292,-472.7421,2042.914,-472.7298,2040.378,-437.3646,2074.918,-435.7655,,,,,,,,,R28_P36,R27_P20,R25_P10,R28_P38,,,,,
R28_P36,-139.7505,67.02515,2047.316,-512.8283,2042.914,-472.7298,2071.292,-472.7421,2077.02,-516.8717,,,,,,,,,R27_P19,R28_P35,R28_P37,R28_P32,,,,,
R28_P37,-97.27002,62.29541,2077.02,-516.8717,2071.292,-472.7421,2124.75,-473.3072,2134.867,-509.274,2116.329,-526.3553,,,,,,,R28_P36,R28_P38,R28_P26,R28_P30,R28_P34,,,,
R28_P38,-97.23193,108.1039,2071.292,-472.7421,2074.918,-435.7655,2146.565,-433.9156,2124.75,-473.3072,,,,,,,,,R28_P35,R25_P11,R28_P26,R28_P37,,,,,
