Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,857.0964,-359.5992,671.3484,-395.6952,602.3757,-281.0176,809.6192,-239.0046,1042.059,-248.3078,1093.185,-324.201,1018.811,-424.9574,827.3751,-488.1909,582.9265,-488.275,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R20_P10,-147.4161,-100.1182,673.0483,-487.741,662.8211,-457.9433,691.8572,-433.5259,736.0462,-424.9808,757.3554,-457.055,740.9893,-488.8863,,,,,R20_P9,R20_P8,R20_P7,R20_P22,R20_P23,,,,
R20_P11,0.3458862,51.85654,847.3451,-332.1087,816.433,-305.4464,847.3287,-278.0924,886.1625,-298.0191,884.3608,-331.0424,,,,,,,R20_P19,R20_P0,R20_P12,R20_P17,R20_P20,,,,
R20_P12,36.80261,81.5856,886.1625,-298.0191,847.3287,-278.0924,842.3593,-250.9845,913.0447,-260.4079,932.9488,-260.4345,926.078,-293.3679,,,,,R20_P11,R20_P0,,,R20_P13,R20_P17,,,
R20_P13,108.9843,74.32211,926.078,-293.3679,932.9488,-260.4345,999.9948,-257.2559,995.2723,-303.2599,960.3821,-311.6917,,,,,,,R20_P12,,R20_P14,R20_P16,R20_P18,,,,
R20_P14,175.2503,63.02179,1036.906,-323.3819,995.2723,-303.2599,999.9948,-257.2559,1054.327,-272.938,1083.65,-312.6031,,,,,,,R20_P16,R20_P13,,,R20_P15,,,,
R20_P15,199.3738,21.28549,1060.884,-366.834,1030.422,-350.0455,1036.906,-323.3819,1083.65,-312.6031,1093.847,-325.7596,,,,,,,R20_P30,R20_P16,R20_P14,,R21_P16,,,,
R20_P16,137.5795,28.09317,995.693,-359.499,954.3277,-341.5473,960.3821,-311.6917,995.2723,-303.2599,1036.906,-323.3819,1030.422,-350.0455,,,,,R20_P27,R20_P18,R20_P13,R20_P14,R20_P15,R20_P30,,,
R20_P17,47.95319,45.32889,884.3608,-331.0424,886.1625,-298.0191,926.078,-293.3679,917.5814,-333.5216,,,,,,,,,R20_P11,R20_P12,R20_P18,R20_P20,,,,,
R20_P18,81.9361,40.7438,917.5814,-333.5216,926.078,-293.3679,960.3821,-311.6917,954.3277,-341.5473,,,,,,,,,R20_P17,R20_P13,R20_P16,R20_P27,,,,,
R20_P19,-46.19452,16.06793,770.0322,-366.9197,774.6931,-335.7167,816.433,-305.4464,847.3451,-332.1087,843.1152,-360.1594,808.9301,-382.373,,,,,R20_P6,R20_P5,R20_P11,R20_P20,R20_P21,R20_P22,,,
R20_P20,20.9953,10.09808,873.5078,-382.092,843.1152,-360.1594,847.3451,-332.1087,884.3608,-331.0424,917.5814,-333.5216,909.8788,-366.6706,,,,,R20_P21,R20_P19,R20_P11,R20_P17,R20_P27,R20_P28,,,
R20_P21,-16.75958,-24.80307,828.8174,-416.3783,808.9301,-382.373,843.1152,-360.1594,873.5078,-382.092,,,,,,,,,R20_P22,R20_P19,R20_P20,R20_P25,,,,,
R20_P22,-79.05884,-48.05396,757.3554,-457.055,736.0462,-424.9808,734.6589,-389.7918,770.0322,-366.9197,808.9301,-382.373,828.8174,-416.3783,,,,,R20_P10,R20_P7,R20_P6,R20_P19,R20_P21,R20_P23,,,
R20_P23,-53.24268,-95.9483,740.9893,-488.8863,757.3554,-457.055,828.8174,-416.3783,846.6569,-451.6108,829.2651,-488.3033,,,,,,,R20_P10,R20_P22,R20_P25,R20_P24,,,,,
R20_P24,5.940491,-101.1877,829.2651,-488.3033,846.6569,-451.6108,875.7196,-444.0618,896.9642,-465.4937,,,,,,,,,R20_P23,R20_P25,R20_P26,,,,,,
R20_P25,6.410095,-60.84851,846.6569,-451.6108,828.8174,-416.3783,873.5078,-382.092,901.8794,-413.8295,875.7196,-444.0618,,,,,,,R20_P23,R20_P21,R20_P28,R20_P26,R20_P24,,,,
R20_P26,47.54291,-82.5177,875.7196,-444.0618,901.8794,-413.8295,941.3612,-449.2909,896.9642,-465.4937,,,,,,,,,R20_P25,R20_P29,,R20_P24,,,,,
R20_P27,90.27173,-2.327332,927.6065,-386.2406,909.8788,-366.6706,917.5814,-333.5216,954.3277,-341.5473,995.693,-359.499,964.4937,-384.1271,,,,,R20_P28,R20_P20,R20_P18,R20_P16,R20_P30,R20_P29,,,
R20_P28,45.33563,-29.97635,901.8794,-413.8295,873.5078,-382.092,909.8788,-366.6706,927.6065,-386.2406,,,,,,,,,R20_P25,R20_P20,R20_P27,R20_P29,,,,,
R20_P29,89.83514,-57.0621,941.3612,-449.2909,901.8794,-413.8295,927.6065,-386.2406,964.4937,-384.1271,1016.594,-424.8889,,,,,,,R20_P26,R20_P28,R20_P27,R20_P30,,,,,
R20_P30,159.8397,-20.46732,1016.594,-424.8889,964.4937,-384.1271,995.693,-359.499,1030.422,-350.0455,1060.884,-366.834,,,,,,,R20_P29,R20_P27,R20_P16,R20_P15,R21_P44,,,,
