Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,1983.985,-839.3653,1786.574,-659.1512,1929.444,-692.3444,2081.82,-680.4626,2169.403,-847.5131,2132.19,-915.3731,2069.728,-990.1786,2087.896,-1106.056,1884.776,-1036.264,1803.427,-947.2388,1724.538,-827.1432,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R29_P38,104.9821,85.62793,2076.872,-785.259,2071.07,-751.032,2064.882,-730.9203,2107.687,-730.9542,2121.925,-756.192,,,,,,,R29_P37,R29_P36,R29_P39,R28_P2,R29_P64,,,,
R29_P39,100.0404,129.7947,2063.645,-709.6954,2080.549,-680.6168,2097.94,-710.5349,2107.687,-730.9542,2064.882,-730.9203,,,,,,,R29_P41,R28_P1,R28_P2,R29_P38,R29_P40,,,,
R29_P40,64.46643,111.9548,2028.852,-734.442,2039.197,-715.6575,2063.645,-709.6954,2064.882,-730.9203,2039.418,-749.3812,,,,,,,R29_P44,R29_P41,R29_P39,R29_P36,R29_P43,,,,
R29_P41,67.71863,140.0286,2039.197,-715.6575,2019.794,-685.8239,2080.549,-680.6168,2063.645,-709.6954,,,,,,,,,R29_P44,R27_P0,R29_P39,R29_P40,,,,,
R29_P42,43.12891,71.73773,2004.564,-770.6138,2013.429,-754.1483,2039.418,-749.3812,2048.998,-776.928,2020.849,-786.1158,,,,,,,R29_P49,R29_P43,R29_P37,R29_P35,R29_P48,,,,
R29_P43,33.9751,95.45294,2013.429,-754.1483,1992.224,-733.8655,2028.852,-734.442,2039.418,-749.3812,,,,,,,,,R29_P49,R29_P44,R29_P40,R29_P42,,,,,
R29_P44,23.9104,126.0701,1992.224,-733.8655,1973.851,-688.3162,2019.794,-685.8239,2039.197,-715.6575,2028.852,-734.442,,,,,,,R29_P51,R27_P6,R29_P41,R29_P40,R29_P43,,,,
R29_P45,-73.23853,-25.35394,1903.759,-897.5017,1867.769,-864.7638,1888.688,-832.6218,1934.367,-828.0833,1950.137,-859.3129,1938.197,-887.9439,,,,,R29_P58,R29_P56,R29_P55,R29_P46,R29_P30,R29_P29,,,
R29_P46,-23.58826,-4.924072,1950.137,-859.3129,1934.367,-828.0833,1976.469,-833.5237,1987.839,-855.7883,,,,,,,,,R29_P45,R29_P47,R29_P31,R29_P30,,,,,
R29_P47,-30.91187,28.13977,1934.367,-828.0833,1927.096,-794.2491,1965.25,-773.475,1993.827,-795.7026,1990.173,-817.705,1976.469,-833.5237,,,,,R29_P55,R29_P50,R29_P48,R29_P32,R29_P31,R29_P46,,,
R29_P48,10.49121,56.86542,1993.827,-795.7026,1965.25,-773.475,2004.564,-770.6138,2020.849,-786.1158,,,,,,,,,R29_P47,R29_P49,R29_P42,R29_P32,,,,,
R29_P49,-5.056885,86.75958,1965.25,-773.475,1950.35,-740.6274,1992.224,-733.8655,2013.429,-754.1483,2004.564,-770.6138,,,,,,,R29_P50,R29_P51,R29_P43,R29_P42,R29_P48,,,,
R29_P50,-68.06067,89.8432,1880.01,-773.7034,1875.213,-726.6951,1928.624,-692.9975,1950.35,-740.6274,1965.25,-773.475,1927.096,-794.2491,,,,,R29_P53,R29_P52,R29_P51,R29_P49,R29_P47,R29_P55,,,
R29_P51,-24.19495,121.3002,1950.35,-740.6274,1928.624,-692.9975,1973.851,-688.3162,1992.224,-733.8655,,,,,,,,,R29_P50,R27_P7,R29_P44,R29_P49,,,,,
R29_P52,-151.0807,133.564,1822.16,-751.7651,1765.864,-717.8038,1786.43,-659.1409,1853.696,-674.9178,1928.624,-692.9975,1875.213,-726.6951,,,,,R29_P54,,R27_P8,R27_P9,R29_P50,R29_P53,,,
R29_P53,-134.5663,78.6972,1828.347,-789.0944,1822.16,-751.7651,1875.213,-726.6951,1880.01,-773.7034,,,,,,,,,R29_P54,R29_P52,R29_P50,R29_P55,,,,,
R29_P54,-208.9377,62.61108,1724.822,-828.7227,1745.058,-770.3932,1765.864,-717.8038,1822.16,-751.7651,1828.347,-789.0944,1782.871,-819.1219,,,,,,,R29_P52,R29_P53,R29_P57,R29_P62,,,
R29_P55,-106.3871,32.15466,1843.362,-826.6641,1828.347,-789.0944,1880.01,-773.7034,1927.096,-794.2491,1934.367,-828.0833,1888.688,-832.6218,,,,,R29_P57,R29_P53,R29_P50,R29_P47,R29_P45,R29_P56,,,
R29_P56,-128.9965,-8.867798,1825.529,-866.1486,1843.362,-826.6641,1888.688,-832.6218,1867.769,-864.7638,,,,,,,,,R29_P57,R29_P55,R29_P45,R29_P58,,,,,
R29_P57,-168.333,14.88611,1782.871,-819.1219,1828.347,-789.0944,1843.362,-826.6641,1825.529,-866.1486,,,,,,,,,R29_P54,R29_P55,R29_P56,R29_P63,,,,,
R29_P58,-118.27,-55.00134,1835.379,-903.3395,1825.529,-866.1486,1867.769,-864.7638,1903.759,-897.5017,1893.217,-925.7823,1867.87,-921.3779,,,,,R29_P63,R29_P56,R29_P45,R29_P29,R29_P24,R29_P59,,,
R29_P59,-137.4956,-83.62115,1825.58,-931.4777,1835.379,-903.3395,1867.87,-921.3779,1855.074,-936.3199,,,,,,,,,R29_P60,R29_P58,R29_P24,R29_P23,,,,,
R29_P60,-173.6801,-80.84961,1800.787,-943.0328,1783.459,-917.8561,1804.849,-897.1769,1835.379,-903.3395,1825.58,-931.4777,,,,,,,,R29_P61,R29_P63,R29_P59,R29_P23,,,,
R29_P61,-200.9858,-52.50098,1783.459,-917.8561,1760.027,-879.7971,1784.566,-865.4745,1804.849,-897.1769,,,,,,,,,,R29_P62,R29_P63,R29_P60,,,,,
R29_P62,-221.2042,-6.98407,1760.027,-879.7971,1724.822,-828.7227,1782.871,-819.1219,1784.566,-865.4745,,,,,,,,,,R29_P54,R29_P63,R29_P61,,,,,
R29_P63,-176.892,-32.36798,1804.849,-897.1769,1784.566,-865.4745,1782.871,-819.1219,1825.529,-866.1486,1835.379,-903.3395,,,,,,,R29_P61,R29_P62,R29_P57,R29_P58,R29_P60,,,,
R29_P64,129.0448,49.6535,2086.906,-808.3583,2076.872,-785.259,2121.925,-756.192,2140.365,-790.0994,2125.649,-826.69,,,,,,,R29_P35,R29_P38,R28_P5,R29_P67,R29_P34,,,,
R29_P65,109.1334,-106.009,2065.41,-944.01,2104.572,-931.1075,2122.928,-925.691,2097.319,-954.2947,,,,,,,,,R29_P66,,,R29_P12,,,,,
R29_P66,108.7382,-73.27966,2065.41,-944.01,2064.065,-911.4871,2093.666,-883.9538,2133.05,-915.0992,2104.572,-931.1075,,,,,,,R29_P19,R29_P17,R29_P14,,R29_P65,,,,
R29_P67,160.2321,19.02777,2125.649,-826.69,2140.365,-790.0994,2169.627,-846.9269,,,,,,,,,,,R29_P64,R28_P6,R29_P14,,,,,,
R29_P68,57.75085,2.921082,2025.368,-852.431,2014.41,-826.6071,2046.399,-819.7897,2058.042,-853.2802,,,,,,,,,,R29_P32,R29_P34,R29_P16,,,,,
