Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,280.759,28.53767,56.86111,70.4257,143.7936,143.2167,149.9628,176.1044,394.539,79.59682,606.0649,-13.41847,624.1403,-74.47247,494.9756,-86.05541,296.8092,-78.9665,187.9606,13.61473,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R2_P18,-38.15901,-45.99631,247.4771,-35.79918,218.149,-10.64648,252.7384,11.7872,281.9794,-0.8626624,272.2587,-22.03001,,,,,,,R3_P4,R2_P17,R2_P16,R2_P15,R2_P14,,,,
R2_P20,-137.8805,94.3808,130.5044,109.7989,130.9863,134.3426,145.7505,144.2347,161.8456,146.5901,163.3254,125.0096,,,,,,,R2_P19,,,,R2_P25,,,,
R2_P19,-159.9398,84.8868,108.3363,114.6752,130.9863,134.3426,130.5044,109.7989,129.1742,95.41483,,,,,,,,,R0_P28,R2_P20,R2_P25,R2_P23,,,,,
R2_P21,-188.5193,33.63445,57.80385,70.04307,94.90496,70.77048,121.6882,42.3621,,,,,,,,,,,R2_P22,R2_P28,R1_P20,,,,,,
R2_P22,-197.133,52.08952,57.80385,70.04307,73.25725,85.67026,91.89054,100.1471,94.90496,70.77048,,,,,,,,,R0_P26,R0_P13,R2_P23,R2_P21,,,,,
R2_P23,-171.5189,63.20101,94.90496,70.77048,91.89055,100.1471,108.3363,114.6752,129.1742,95.41483,116.8933,76.33375,,,,,,,R2_P22,R0_P27,R2_P19,R2_P24,R2_P28,,,,
R2_P24,-151.5582,51.1387,116.8933,76.33375,129.1742,95.41483,143.4818,78.02552,141.2065,67.17667,,,,,,,,,R2_P23,R2_P25,,R2_P28,,,,,
R2_P25,-134.1895,69.9897,129.1742,95.41483,130.5044,109.7989,163.3254,125.0096,159.6604,92.39394,143.4818,78.02552,,,,,,,R2_P19,R2_P20,R2_P26,R2_P27,R2_P24,,,,
R2_P26,-97.6163,71.19362,159.6604,92.39394,163.3254,125.0096,217.6684,128.3031,203.5221,82.90751,,,,,,,,,R2_P25,,R2_P31,R2_P27,,,,,
R2_P27,-105.6769,45.57864,150.6705,72.40615,143.4818,78.02552,159.6604,92.39394,203.5221,82.90751,186.7502,53.37136,,,,,,,,R2_P25,R2_P26,R2_P4,R2_P29,,,,
R2_P28,-160.3115,32.77155,121.6882,42.3621,94.90496,70.77048,116.8933,76.33375,141.2065,67.17667,,,,,,,,,R2_P21,R2_P23,R2_P24,R2_P29,,,,,
R2_P29,-127.821,21.82757,121.6882,42.3621,141.2065,67.17667,150.6705,72.40615,186.7502,53.37136,157.0954,26.34541,,,,,,,R2_P28,,R2_P27,R2_P34,R1_P23,,,,
R2_P31,-61.19971,72.04279,203.5221,82.90751,217.6684,128.3031,246.9328,98.20375,,,,,,,,,,,R2_P26,,R2_P32,,,,,,
R2_P32,-36.00781,47.89795,203.5221,82.90751,246.9328,98.20375,276.4366,87.76696,263.037,53.70445,,,,,,,,,R2_P31,,R2_P33,R2_P4,,,,,
R2_P33,30.0795,29.78174,307.7187,37.25078,263.037,53.70445,276.4366,87.76696,325.4308,99.38874,372.8581,80.6884,353.3754,43.394,,,,,R2_P16,R2_P32,,,R2_P6,R2_P7,,,
R2_P34,-94.08461,1.990917,157.0954,26.34541,186.7502,53.37136,213.8974,28.06614,188.9346,13.45741,,,,,,,,,R2_P29,R2_P4,R2_P17,R1_P23,,,,,
