Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,2001.188,-226.9835,1882.725,-261.4431,1882.698,-190.2563,2063.486,-115.1454,2210.975,-191.6738,2228.726,-326.8598,2148.361,-433.1743,2039.894,-436.0102,1921.242,-345.7175,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R25_P10,60.65552,-191.3178,2040.378,-437.3646,2047.792,-405.2608,2068.244,-386.6924,2090.169,-404.8138,2074.918,-435.7655,,,,,,,R25_P0,R25_P2,R25_P15,R25_P11,R28_P35,,,,
R25_P11,126.1243,-179.2892,2074.918,-435.7655,2090.169,-404.8138,2124.634,-374.3967,2183.66,-383.6838,2146.565,-433.9156,,,,,,,R25_P10,R25_P15,R25_P12,,R28_P38,,,,
R25_P12,170.7942,-111.0205,2183.66,-383.6838,2124.634,-374.3967,2128.927,-321.7354,2176.635,-299.2459,2227.177,-328.9954,,,,,,,R25_P11,R25_P16,R25_P17,R25_P13,,,,,
R25_P13,193.7136,-34.78395,2176.635,-299.2459,2173.076,-254.3843,2212.883,-194.1064,2227.177,-328.9954,,,,,,,,,R25_P17,R25_P22,,R25_P12,,,,,
R25_P14,65.48291,-133.3815,2068.244,-386.6924,2047.465,-366.062,2050.086,-338.5768,2076.913,-343.06,2085.742,-368.2057,,,,,,,R25_P2,R25_P3,R25_P18,R25_P16,R25_P15,,,,
R25_P15,93.69092,-156.4846,2068.244,-386.6924,2085.742,-368.2057,2124.634,-374.3967,2090.169,-404.8138,,,,,,,,,R25_P14,R25_P16,R25_P11,R25_P10,,,,,
R25_P16,105.8218,-123.17,2085.742,-368.2057,2076.913,-343.06,2096.756,-325.8719,2128.927,-321.7354,2124.634,-374.3967,,,,,,,R25_P14,R25_P18,R25_P19,R25_P12,R25_P15,,,,
R25_P17,145.0706,-56.1996,2116.323,-286.382,2132.5,-250.758,2173.076,-254.3843,2176.635,-299.2459,2128.927,-321.7354,,,,,,,R25_P25,R25_P22,R25_P13,R25_P12,R25_P19,,,,
R25_P18,68.37183,-101.4829,2050.086,-338.5768,2056.11,-311.3967,2096.756,-325.8719,2076.913,-343.06,,,,,,,,,R25_P9,R25_P19,R25_P16,R25_P14,,,,,
R25_P19,94.15063,-78.79051,2056.11,-311.3967,2082.125,-285.8967,2116.323,-286.382,2128.927,-321.7354,2096.756,-325.8719,,,,,,,R25_P21,R25_P25,R25_P17,R25_P16,R25_P18,,,,
R25_P20,22.99951,-49.95781,2003.674,-294.7314,2001.969,-267.2404,2026.795,-255.7795,2046.639,-269.0837,2038.573,-292.5154,,,,,,,R25_P29,R25_P30,R25_P27,R25_P21,R25_P9,,,,
R25_P21,56.10913,-61.81651,2038.573,-292.5154,2046.639,-269.0837,2082.125,-285.8967,2056.11,-311.3967,,,,,,,,,R25_P20,R25_P26,R25_P19,R25_P9,,,,,
R25_P22,150.186,24.47517,2132.5,-250.758,2111.302,-211.5867,2141.799,-156.3031,2212.883,-194.1064,2173.076,-254.3843,,,,,,,R25_P24,R25_P23,,R25_P13,R25_P17,,,,
R25_P23,67.91797,55.45885,2017.095,-191.3457,2011.983,-139.7472,2064.265,-118.4469,2141.799,-156.3031,2111.302,-211.5867,2057.406,-216.4469,,,,,R25_P42,,,R25_P22,R25_P24,R25_P27,,,
R25_P24,92.98511,-4.875763,2083.218,-245.6306,2057.406,-216.4469,2111.302,-211.5867,2132.5,-250.758,,,,,,,,,R25_P26,R25_P23,R25_P22,R25_P25,,,,,
R25_P25,103.2725,-42.42494,2082.125,-285.8967,2083.218,-245.6306,2132.5,-250.758,2116.323,-286.382,,,,,,,,,R25_P26,R25_P24,R25_P17,R25_P19,,,,,
R25_P26,64.2373,-28.21101,2046.639,-269.0837,2057.406,-216.4469,2083.218,-245.6306,2082.125,-285.8967,,,,,,,,,R25_P27,R25_P24,R25_P25,R25_P21,,,,,
R25_P27,28.5415,-2.697678,2026.795,-255.7795,2008.082,-228.8456,2017.095,-191.3457,2057.406,-216.4469,2046.639,-269.0837,,,,,,,R25_P30,R25_P39,R25_P23,R25_P26,R25_P20,,,,
R25_P28,-22.46204,-69.42439,1972.313,-315.4953,1955.502,-289.7304,1978.111,-280.2177,2003.674,-294.7314,,,,,,,,,R25_P32,R25_P35,R25_P29,R25_P6,,,,,
R25_P29,-10.56018,-46.32616,1978.111,-280.2177,1976.45,-254.0186,2001.969,-267.2404,2003.674,-294.7314,,,,,,,,,R25_P35,R25_P30,R25_P20,R25_P28,,,,,
R25_P30,2.070557,-24.64308,2001.969,-267.2404,1976.45,-254.0186,2008.082,-228.8456,2026.795,-255.7795,,,,,,,,,R25_P29,R25_P39,R25_P27,R25_P20,,,,,
R25_P31,-85.81299,-81.21971,1914.519,-329.8145,1899.649,-296.842,1924.554,-291.5114,1925.779,-321.8391,,,,,,,,,R26_P1,R25_P33,R25_P32,,,,,,
R25_P32,-55.87231,-78.2914,1925.779,-321.8391,1924.554,-291.5114,1955.502,-289.7304,1972.313,-315.4953,1946.576,-319.5051,,,,,,,R25_P31,R25_P34,R25_P28,R25_P8,R25_P7,,,,
R25_P33,-90.86096,-50.08165,1899.649,-296.842,1889.017,-270.122,1915.383,-247.3896,1935.71,-263.5466,1924.554,-291.5114,,,,,,,R26_P0,R25_P36,R25_P37,R25_P34,R25_P31,,,,
R25_P34,-56.10181,-52.41817,1924.554,-291.5114,1935.71,-263.5466,1955.098,-266.77,1955.502,-289.7304,,,,,,,,,R25_P33,R25_P37,R25_P35,R25_P32,,,,,
R25_P35,-32.95142,-45.53615,1955.502,-289.7304,1955.098,-266.77,1976.45,-254.0186,1978.111,-280.2177,,,,,,,,,R25_P34,R25_P37,R25_P29,R25_P28,,,,,
R25_P36,-100.8419,-7.59288,1889.017,-270.122,1882.659,-242.662,1882.314,-215.0814,1917.285,-214.0261,1915.383,-247.3896,,,,,,,,R24_P17,R25_P40,R25_P38,R25_P33,,,,
R25_P37,-53.62366,-21.82237,1935.71,-263.5466,1915.383,-247.3896,1948.02,-232.9288,1976.45,-254.0186,1955.098,-266.77,,,,,,,R25_P33,R25_P38,R25_P39,R25_P35,R25_P34,,,,
R25_P38,-69.38037,1.900803,1915.383,-247.3896,1917.285,-214.0261,1944.472,-203.5914,1948.02,-232.9288,,,,,,,,,R25_P36,R25_P41,R25_P39,R25_P37,,,,,
R25_P39,-20.98975,3.915359,1976.45,-254.0186,1948.02,-232.9288,1944.472,-203.5914,2017.095,-191.3457,2008.082,-228.8456,,,,,,,R25_P37,R25_P38,R25_P42,R25_P27,R25_P30,,,,
R25_P40,-100.1506,28.5834,1882.314,-215.0814,1882.876,-187.5751,1915.641,-175.8,1917.285,-214.0261,,,,,,,,,,,R25_P41,R25_P36,,,,,
R25_P41,-70.58044,37.53481,1917.285,-214.0261,1915.641,-175.8,1952.584,-161.8961,1944.472,-203.5914,,,,,,,,,R25_P40,,R25_P42,R25_P38,,,,,
R25_P42,-18.93628,50.7312,1944.472,-203.5914,1952.584,-161.8961,2011.983,-139.7472,2017.095,-191.3457,,,,,,,,,R25_P41,,R25_P23,R25_P39,,,,,
