Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,2223.634,-1011.549,2132.19,-915.3731,2169.403,-847.5131,2308.93,-844.6785,2322.146,-1085.379,2258.625,-1258.437,2157.565,-1211.108,2101.345,-1180.673,2087.896,-1106.056,2069.728,-990.1786,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R30_P14,-80.84814,-60.59271,2131.882,-1091.18,2108.233,-1059.276,2127.573,-1036.224,2167.402,-1071.797,2163.403,-1100.589,,,,,,,R30_P15,R30_P0,R30_P13,R30_P12,R30_P18,,,,
R30_P15,-120.8293,-71.56525,2088.23,-1103.861,2079.595,-1059.302,2108.233,-1059.276,2131.882,-1091.18,2094.464,-1128.176,,,,,,,R29_P0,R30_P0,R30_P14,R30_P17,,,,,
R30_P16,-99.32959,-163.4185,2102.136,-1180.105,2100.38,-1165.17,2128.19,-1156.624,2155.14,-1179.131,2130.937,-1196.701,,,,,,,,R30_P17,R30_P19,,,,,,
R30_P17,-107.5703,-122.1683,2100.38,-1165.17,2094.464,-1128.176,2131.882,-1091.18,2136.281,-1128.689,2128.19,-1156.624,,,,,,,,R30_P15,R30_P18,R30_P20,R30_P16,,,,
R30_P18,-69.59521,-103.0599,2136.281,-1128.689,2131.882,-1091.18,2163.403,-1100.589,2188.456,-1125.692,,,,,,,,,R30_P17,R30_P14,R30_P12,R30_P20,,,,,
R30_P19,-50.44775,-157.6028,2155.14,-1179.131,2128.19,-1156.624,2173.946,-1152.749,2205.424,-1175.485,2198.302,-1206.177,,,,,,,R30_P16,R30_P20,R30_P21,R30_P23,,,,,
R30_P20,-68.34741,-129.6627,2128.19,-1156.624,2136.281,-1128.689,2188.456,-1125.692,2173.946,-1152.749,,,,,,,,,R30_P17,R30_P18,R30_P21,R30_P19,,,,,
R30_P21,-18.45898,-136.3533,2205.424,-1175.485,2173.946,-1152.749,2188.456,-1125.692,2223.206,-1126.305,2242.555,-1167.077,,,,,,,R30_P19,R30_P20,R30_P12,R30_P22,R30_P23,,,,
R30_P22,47.47754,-111.5515,2242.555,-1167.077,2223.206,-1126.305,2241.496,-1093.356,2322.925,-1084.686,2295.682,-1156.198,,,,,,,R30_P21,R30_P12,R30_P7,,R30_P23,,,,
R30_P23,21.74023,-187.1426,2205.424,-1175.485,2242.555,-1167.077,2295.682,-1156.198,2256.839,-1258.302,2198.302,-1206.177,,,,,,,R30_P21,R30_P22,,,R30_P19,,,,
R30_P24,0.8474121,150.5595,2205.952,-876.1345,2169.627,-846.9269,2229.365,-847.0082,2269.776,-845.9851,2256.612,-876.6397,,,,,,,R30_P4,R28_P6,R28_P9,R30_P6,R30_P5,,,,
