Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,535.8191,159.0207,385.8546,255.5016,484.2076,296.4265,619.5471,225.6582,716.1133,126.3766,643.0034,-12.36938,606.0649,-13.41847,497.2529,94.52977,412.8779,157.5731,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R8_P10,-5.800415,-64.08376,495.8273,91.60793,516.3808,115.2363,549.1699,107.1758,562.9108,85.19829,544.555,49.59155,,,,,,,R8_P12,R8_P13,R8_P11,R8_P9,,,,,
R8_P11,45.23962,-56.43076,562.9108,85.19829,549.1699,107.1758,577.4658,123.0124,615.5108,112.9228,601.7294,91.44894,,,,,,,R8_P10,R8_P14,R8_P16,R8_P6,R8_P9,,,,
R8_P12,-43.79849,-35.17122,495.8273,91.60793,450.2618,133.9215,503.161,143.0429,516.3808,115.2363,,,,,,,,,R11_P17,R8_P22,R8_P13,R8_P10,,,,,
R8_P13,-6.164856,-33.19009,516.3808,115.2363,503.161,143.0429,543.1,137.3183,549.1699,107.1758,,,,,,,,,R8_P12,R8_P21,R8_P14,R8_P10,,,,,
R8_P14,23.45105,-36.14972,549.1699,107.1758,543.1,137.3183,577.4658,123.0124,,,,,,,,,,,R8_P13,R8_P15,R8_P11,,,,,,
R8_P15,33.67834,-11.81865,577.4658,123.0124,543.1,137.3183,548.8353,164.6022,578.7963,161.5305,608.6543,143.2658,,,,,,,R8_P14,R8_P21,R8_P20,R8_P19,R8_P16,,,,
R8_P16,65.56921,-30.8304,577.4658,123.0124,608.6543,143.2658,615.5108,112.9228,,,,,,,,,,,R8_P15,R8_P8,R8_P11,,,,,,
R8_P17,89.06464,28.33749,613.041,162.1454,590.2202,178.5235,593.9741,203.4686,621.3834,224.1981,664.6416,177.2702,648.137,165.1911,,,,,R8_P19,R8_P20,R8_P26,,R8_P7,R8_P18,,,
R8_P18,95.39612,-5.815567,608.6543,143.2658,613.041,162.1454,648.137,165.1911,648.8765,144.9261,,,,,,,,,R8_P19,R8_P17,R8_P7,R8_P8,,,,,
R8_P19,60.75061,3.948975,578.7963,161.5305,590.2202,178.5235,613.041,162.1454,608.6543,143.2658,,,,,,,,,R8_P20,R8_P17,R8_P18,R8_P15,,,,,
R8_P20,29.79675,26.81702,548.8353,164.6022,534.5477,181.3297,552.2977,208.7309,593.9741,203.4686,590.2202,178.5235,578.7963,161.5305,,,,,R8_P21,R8_P28,R8_P26,R8_P17,R8_P19,R8_P15,,,
R8_P21,-11.05017,3.825729,503.161,143.0429,500.5426,171.7198,534.5477,181.3297,548.8353,164.6022,543.1,137.3183,,,,,,,R8_P23,R8_P28,R8_P20,R8_P15,R8_P13,,,,
R8_P22,-85.55737,-1.103745,450.2618,133.9215,412.7309,155.7877,406.0841,186.453,456.2336,170.1546,503.161,143.0429,,,,,,,R11_P16,R11_P10,R8_P24,R8_P23,R8_P12,,,,
R8_P23,-55.7475,10.44026,456.2336,170.1546,477.6818,194.1776,500.5426,171.7198,503.161,143.0429,,,,,,,,,R8_P24,R8_P28,R8_P21,R8_P22,,,,,
R8_P24,-98.90747,62.0845,456.2336,170.1546,406.0841,186.453,386.1403,254.2275,431.3747,273.5541,470.115,244.2078,477.6818,194.1776,,,,,R8_P22,R11_P11,,R8_P25,R8_P27,R8_P23,,,
R8_P25,-45.13965,108.0005,470.115,244.2078,431.3747,273.5541,483.7382,296.6588,538.8949,267.0824,517.2136,246.1936,,,,,,,R8_P24,,,R8_P26,R8_P27,,,,
R8_P26,26.44128,74.01744,517.2136,246.1936,538.8949,267.0824,621.3834,224.1981,593.9741,203.4686,552.2977,208.7309,,,,,,,R8_P25,,R8_P17,R8_P20,R8_P27,,,,
R8_P27,-30.74008,64.31895,477.6818,194.1776,470.115,244.2078,517.2136,246.1936,552.2977,208.7309,,,,,,,,,R8_P24,R8_P25,R8_P26,R8_P28,,,,,
R8_P28,-20.69037,31.61356,500.5426,171.7198,477.6818,194.1776,552.2977,208.7309,534.5477,181.3297,,,,,,,,,R8_P23,R8_P27,R8_P20,R8_P21,,,,,
