Region data,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,,,,,,,,
,1285.143,-355.7455,1096.398,-214.3875,1341.99,-226.8025,1500.469,-268.2514,1503.898,-386.7578,1372.676,-468.2915,1187.511,-485.9009,1018.811,-424.9574,1093.185,-324.201,,,,,,,,
Zones data,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Center_X,Center_Y,BV0_X,BV0_Y,BV1_X,BV1_Y,BV2_X,BV2_Y,BV3_X,BV3_Y,BV4_X,BV4_Y,BV5_X,BV5_Y,BV6_X,BV6_Y,BV7_X,BV7_Y,Connection_1,Connection_2,Connection_3,Connection_4,Connection_5,Connection_6,Connection_7,Connection_8
R21_P16,-195.2262,-3.227966,1082.841,-386.0573,1060.884,-366.834,1093.847,-325.7596,1110.082,-354.4717,1114.816,-377.787,,,,,,,R21_P44,R20_P15,R21_P15,R21_P38,R21_P45,,,,
R21_P17,-109.6998,29.11398,1153.777,-344.8564,1151.159,-321.4651,1174.258,-311.0135,1209.286,-308.2547,1190.714,-344.3887,,,,,,,R21_P15,R21_P14,R21_P10,R21_P18,R21_P39,,,,
R21_P18,-57.68542,23.25006,1227.53,-358.6743,1190.714,-344.3887,1209.286,-308.2547,1251.046,-312.2581,1264.981,-337.8656,,,,,,,R21_P39,R21_P17,R21_P1,R21_P19,R21_P21,,,,
R21_P19,-3.826538,36.556,1264.981,-337.8656,1251.046,-312.2581,1285.964,-306.5627,1327.691,-317.7313,,,,,,,,,R21_P18,R21_P3,R21_P8,R21_P20,,,,,
R21_P20,21.68994,14.0126,1280.159,-363.197,1264.981,-337.8656,1327.691,-317.7313,1336.098,-345.3144,1316.207,-366.6422,,,,,,,R21_P21,R21_P19,R21_P9,R21_P27,R21_P31,,,,
R21_P21,-32.66577,-4.737488,1242.262,-381.3512,1227.53,-358.6743,1264.981,-337.8656,1280.159,-363.197,,,,,,,,,R21_P37,R21_P18,R21_P20,R21_P31,,,,,
R21_P22,152.8851,55.7265,1405.467,-320.9315,1407.937,-289.6458,1432.61,-280.2754,1501.189,-269.5899,1449.626,-320.8978,,,,,,,R21_P7,R21_P5,R21_P6,R21_P46,R21_P25,,,,
R21_P24,199.4846,-3.777893,1463.496,-374.5667,1468.848,-340.7012,1501.627,-338.214,1503.315,-385.9242,,,,,,,,,R21_P25,R21_P46,R26_P11,R21_P26,,,,,
R21_P25,149.8518,8.11377,1427.428,-373.653,1400.09,-354.481,1405.467,-320.9315,1449.626,-320.8978,1468.848,-340.7012,1463.496,-374.5667,,,,,R21_P29,R21_P28,R21_P22,R21_P46,R21_P24,R21_P26,,,
R21_P26,167.7113,-40.11118,1415.208,-400.6202,1427.428,-373.653,1463.496,-374.5667,1503.315,-385.9242,1438.208,-427.1313,,,,,,,R21_P29,R21_P25,R21_P24,,R21_P30,,,,
R21_P27,62.07751,-4.297821,1334.163,-393.5083,1316.207,-366.6422,1336.098,-345.3144,1368.07,-325.925,1369.769,-371.5565,,,,,,,R21_P31,R21_P20,R21_P9,R21_P28,R21_P29,,,,
R21_P28,100.2692,15.46396,1369.769,-371.5565,1368.07,-325.925,1405.467,-320.9315,1400.09,-354.481,,,,,,,,,R21_P27,R21_P7,R21_P25,R21_P29,,,,,
R21_P29,100.845,-31.30142,1374.582,-413.2564,1334.163,-393.5083,1369.769,-371.5565,1400.09,-354.481,1427.428,-373.653,1415.208,-400.6202,,,,,R21_P32,R21_P27,R21_P28,R21_P25,R21_P26,R21_P30,,,
R21_P30,117.1335,-71.81079,1372.977,-468.3607,1374.582,-413.2564,1415.208,-400.6202,1438.208,-427.1313,,,,,,,,,R21_P33,R21_P29,R21_P26,,,,,,
R21_P31,0.5725098,-34.68677,1298.73,-416.9975,1254.303,-413.6656,1242.262,-381.3512,1280.159,-363.197,1316.207,-366.6422,1334.163,-393.5083,,,,,R21_P34,R21_P37,R21_P21,R21_P20,R21_P27,R21_P32,,,
R21_P32,49.35083,-59.0896,1329.346,-443.2337,1298.73,-416.9975,1334.163,-393.5083,1374.582,-413.2564,,,,,,,,,R21_P34,R21_P31,R21_P29,R21_P33,,,,,
R21_P33,67.10413,-95.31229,1331.034,-471.5309,1329.346,-443.2337,1374.582,-413.2564,1372.977,-468.3607,,,,,,,,,R21_P34,R21_P32,R21_P30,,,,,,
R21_P34,-2.433472,-90.1568,1247.448,-481.0299,1232.813,-445.1737,1254.303,-413.6656,1298.73,-416.9975,1329.346,-443.2337,1331.034,-471.5309,,,,,R21_P35,R21_P36,R21_P31,R21_P32,R21_P33,,,,
R21_P35,-74.04236,-109.5062,1186.456,-486.5592,1187.641,-452.7582,1232.813,-445.1737,1247.448,-481.0299,,,,,,,,,R21_P42,R21_P36,R21_P34,,,,,,
R21_P36,-68.14856,-71.58545,1187.641,-452.7582,1184.235,-424.5387,1209.148,-408.7345,1254.303,-413.6656,1232.813,-445.1737,,,,,,,R21_P42,R21_P40,R21_P37,R21_P34,R21_P35,,,,
R21_P37,-57.89404,-35.40872,1209.148,-408.7345,1205.462,-384.1739,1227.53,-358.6743,1242.262,-381.3512,1254.303,-413.6656,,,,,,,R21_P40,R21_P39,R21_P21,R21_P31,R21_P36,,,,
R21_P38,-151.286,-8.2854,1114.816,-377.787,1110.082,-354.4717,1153.777,-344.8564,1157.073,-383.4766,,,,,,,,,R21_P16,R21_P15,R21_P39,R21_P45,,,,,
R21_P39,-99.72314,-9.680145,1182.17,-395.2829,1157.073,-383.4766,1153.777,-344.8564,1190.714,-344.3887,1227.53,-358.6743,1205.462,-384.1739,,,,,R21_P41,R21_P38,R21_P17,R21_P18,R21_P37,R21_P40,,,
R21_P40,-91.23584,-47.3985,1184.235,-424.5387,1182.17,-395.2829,1205.462,-384.1739,1209.148,-408.7345,,,,,,,,,R21_P41,R21_P39,R21_P37,R21_P36,,,,,
R21_P41,-122.9448,-55.19656,1152.632,-434.0151,1128.18,-415.514,1157.073,-383.4766,1182.17,-395.2829,1184.235,-424.5387,,,,,,,R21_P43,R21_P45,R21_P39,R21_P40,R21_P42,,,,
R21_P42,-123.9406,-96.81979,1186.456,-486.5592,1130.153,-465.8477,1152.632,-434.0151,1184.235,-424.5387,1187.641,-452.7582,,,,,,,,R21_P43,R21_P41,R21_P36,R21_P35,,,,
R21_P43,-164.6416,-83.33798,1087.643,-449.343,1095.913,-424.0488,1128.18,-415.514,1152.632,-434.0151,1130.153,-465.8477,,,,,,,R21_P44,R21_P45,R21_P41,R21_P42,,,,,
R21_P44,-222.7391,-58.13815,1087.643,-449.343,1016.594,-424.8889,1060.884,-366.834,1082.841,-386.0573,1095.913,-424.0488,,,,,,,,R20_P30,R21_P16,R21_P45,R21_P43,,,,
R21_P45,-170.4592,-41.86713,1095.913,-424.0488,1082.841,-386.0573,1114.816,-377.787,1157.073,-383.4766,1128.18,-415.514,,,,,,,R21_P44,R21_P16,R21_P38,R21_P41,R21_P43,,,,
R21_P46,195.8763,42.32303,1468.848,-340.7012,1449.626,-320.8978,1501.189,-269.5899,1501.627,-338.214,,,,,,,,,R21_P25,R21_P22,R26_P6,R21_P24,,,,,
